"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
">oo<-o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 101\nOutput:","000","000","1"
">oo<-o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 110\nOutput:","110","110","1"
">oo<-o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 111\nOutput:","110","111","0"
">oo<-o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 100\nOutput:","000","000","1"
">oo<-o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 10101\nOutput: 000\n\nInput: 10110\nOutput: 000\n\nInput: 001\nOutput:","00","001","0"
">oo<-o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 101\nOutput:","000","-","0"
">oo<-o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput:","110","-","0"
">oo<-o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 111\nOutput:","110","-","0"
">oo<-o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 100\nOutput:","000","-","0"
">oo<-o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 11\nOutput: 110\n\nInput: 0101\nOutput: 11\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 001\nOutput:","00","-","0"
"-o>>o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 101\nOutput:","01","00","0"
"-o>>o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1111\nOutput:","01","00","0"
"-o>>o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11110\nOutput:","01","00","0"
"-o>>o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1100\nOutput:","00","00","1"
"-o>>o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 111\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 101\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1111\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 11110\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 1100\nOutput:","00","00","1"
"-o>>o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 11101\nOutput: 01\n\nInput: 1101\nOutput: 00\n\nInput: 111\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 1111\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 11110\nOutput:","01","00","0"
"-o>>o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 1100\nOutput:","00","00","1"
"-o>>o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 110\nOutput: 00\n\nInput: 1110\nOutput: 01\n\nInput: 1\nOutput: 0\n\nInput: 01\nOutput: -\n\nInput: 111\nOutput:","01","00","0"
">>+ooo","6","H","babbage","WS","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0\nOutput:","000","-","0"
">>+ooo","6","H","babbage","WS","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 00101\nOutput:","-","-","1"
">>+ooo","6","H","babbage","WS","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0100\nOutput:","111","001","0"
">>+ooo","6","H","babbage","WS","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 100\nOutput:","111","-","0"
">>+ooo","6","H","babbage","WS","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 00\nOutput:","000","-","0"
">>+ooo","6","H","babbage","AS I","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 0\nOutput:","000","-","0"
">>+ooo","6","H","babbage","AS I","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 00101\nOutput:","-","101","0"
">>+ooo","6","H","babbage","AS I","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 0100\nOutput:","111","00","0"
">>+ooo","6","H","babbage","AS I","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 100\nOutput:","111","-","0"
">>+ooo","6","H","babbage","AS I","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 0011\nOutput: -\n\nInput: 00011\nOutput: 111\n\nInput: 00\nOutput:","000","00","0"
">>+ooo","6","H","babbage","AS II","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 0\nOutput:","000","000","1"
">>+ooo","6","H","babbage","AS II","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 00101\nOutput:","-","-","1"
">>+ooo","6","H","babbage","AS II","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 0100\nOutput:","111","-","0"
">>+ooo","6","H","babbage","AS II","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 100\nOutput:","111","-","0"
">>+ooo","6","H","babbage","AS II","Input: -\nOutput: 000\n\nInput: 001\nOutput: -\n\nInput: 11\nOutput: 000\n\nInput: 00100\nOutput: -\n\nInput: 1\nOutput: 000\n\nInput: 00\nOutput:","000","-","0"
"-o+o-o","6","H","babbage","WS","Input: 1\nOutput: 010\n\nInput: 1111\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","WS","Input: 1\nOutput: 010\n\nInput: 11\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","WS","Input: 1\nOutput: 010\n\nInput: 00\nOutput:","-","00","0"
"-o+o-o","6","H","babbage","WS","Input: 1\nOutput: 010\n\nInput: 11110\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","WS","Input: 1\nOutput: 010\n\nInput: 0000\nOutput:","-","0001","0"
"-o+o-o","6","H","babbage","AS I","Input: 1\nOutput: 010\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1111\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS I","Input: 1\nOutput: 010\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS I","Input: 1\nOutput: 010\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 00\nOutput:","-","00","0"
"-o+o-o","6","H","babbage","AS I","Input: 1\nOutput: 010\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 11110\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS I","Input: 1\nOutput: 010\n\nInput: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 0000\nOutput:","-","0000","0"
"-o+o-o","6","H","babbage","AS II","Input: 1\nOutput: 010\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 1111\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS II","Input: 1\nOutput: 010\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 11\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS II","Input: 1\nOutput: 010\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 00\nOutput:","-","010","0"
"-o+o-o","6","H","babbage","AS II","Input: 1\nOutput: 010\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 11110\nOutput:","010","010","1"
"-o+o-o","6","H","babbage","AS II","Input: 1\nOutput: 010\n\nInput: 110\nOutput: 010\n\nInput: 10\nOutput: 010\n\nInput: 1110\nOutput: 010\n\nInput: 0000\nOutput:","-","010","0"
">-ooo","5","H","babbage","WS","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 000\nOutput:","-","-","1"
">-ooo","5","H","babbage","WS","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 11\nOutput:","000","-","0"
">-ooo","5","H","babbage","WS","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 0\nOutput:","111","-","0"
">-ooo","5","H","babbage","WS","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 010\nOutput:","000","-","0"
">-ooo","5","H","babbage","WS","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 011\nOutput:","000","111","0"
">-ooo","5","H","babbage","AS I","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 1\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 000\nOutput:","-","111","0"
">-ooo","5","H","babbage","AS I","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 1\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 11\nOutput:","000","111","0"
">-ooo","5","H","babbage","AS I","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 1\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 0\nOutput:","111","111","1"
">-ooo","5","H","babbage","AS I","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 1\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 010\nOutput:","000","000","1"
">-ooo","5","H","babbage","AS I","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 1\nOutput: 111\n\nInput: 01\nOutput: 000\n\nInput: 011\nOutput:","000","111","0"
">-ooo","5","H","babbage","AS II","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 110\nOutput: 000\n\nInput: 111\nOutput: 000\n\nInput: 000\nOutput:","-","111","0"
">-ooo","5","H","babbage","AS II","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 110\nOutput: 000\n\nInput: 111\nOutput: 000\n\nInput: 11\nOutput:","000","-","0"
">-ooo","5","H","babbage","AS II","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 110\nOutput: 000\n\nInput: 111\nOutput: 000\n\nInput: 0\nOutput:","111","-","0"
">-ooo","5","H","babbage","AS II","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 110\nOutput: 000\n\nInput: 111\nOutput: 000\n\nInput: 010\nOutput:","000","-","0"
">-ooo","5","H","babbage","AS II","Input: -\nOutput: 111\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput: -\n\nInput: 110\nOutput: 000\n\nInput: 111\nOutput: 000\n\nInput: 011\nOutput:","000","000","1"
"-ooo-o","6","H","babbage","WS","Input: -\nOutput: 1110\n\nInput: 11\nOutput:","000","11","0"
"-ooo-o","6","H","babbage","WS","Input: -\nOutput: 1110\n\nInput: 110\nOutput:","000","111","0"
"-ooo-o","6","H","babbage","WS","Input: -\nOutput: 1110\n\nInput: 00\nOutput:","-","00","0"
"-ooo-o","6","H","babbage","WS","Input: -\nOutput: 1110\n\nInput: 111\nOutput:","000","111","0"
"-ooo-o","6","H","babbage","WS","Input: -\nOutput: 1110\n\nInput: 0\nOutput:","-","1110","0"
"-ooo-o","6","H","babbage","AS I","Input: -\nOutput: 1110\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput: 000\n\nInput: 11\nOutput:","000","111","0"
"-ooo-o","6","H","babbage","AS I","Input: -\nOutput: 1110\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput: 000\n\nInput: 110\nOutput:","000","111","0"
"-ooo-o","6","H","babbage","AS I","Input: -\nOutput: 1110\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput: 000\n\nInput: 00\nOutput:","-","00","0"
"-ooo-o","6","H","babbage","AS I","Input: -\nOutput: 1110\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput: 000\n\nInput: 111\nOutput:","000","111","0"
"-ooo-o","6","H","babbage","AS I","Input: -\nOutput: 1110\n\nInput: 01\nOutput: -\n\nInput: 101\nOutput: 000\n\nInput: 0\nOutput:","-","000","0"
"-ooo-o","6","H","babbage","AS II","Input: -\nOutput: 1110\n\nInput: 1101\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 10\nOutput: 000\n\nInput: 11\nOutput:","000","000","1"
"-ooo-o","6","H","babbage","AS II","Input: -\nOutput: 1110\n\nInput: 1101\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 10\nOutput: 000\n\nInput: 110\nOutput:","000","000","1"
"-ooo-o","6","H","babbage","AS II","Input: -\nOutput: 1110\n\nInput: 1101\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 10\nOutput: 000\n\nInput: 00\nOutput:","-","000","0"
"-ooo-o","6","H","babbage","AS II","Input: -\nOutput: 1110\n\nInput: 1101\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 10\nOutput: 000\n\nInput: 111\nOutput:","000","000","1"
"-ooo-o","6","H","babbage","AS II","Input: -\nOutput: 1110\n\nInput: 1101\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 10\nOutput: 000\n\nInput: 0\nOutput:","-","000","0"
"+[o>o]","6","H","babbage","WS","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 0\nOutput:","1","-","0"
"+[o>o]","6","H","babbage","WS","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1011\nOutput:","-","-","1"
"+[o>o]","6","H","babbage","WS","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1100\nOutput:","-","-","1"
"+[o>o]","6","H","babbage","WS","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1101\nOutput:","-","100","0"
"+[o>o]","6","H","babbage","WS","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 011\nOutput:","11111","100","0"
"+[o>o]","6","H","babbage","AS I","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput: 111\n\nInput: 010\nOutput: 11100\n\nInput: 0\nOutput:","1","100","0"
"+[o>o]","6","H","babbage","AS I","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput: 111\n\nInput: 010\nOutput: 11100\n\nInput: 1011\nOutput:","-","111100","0"
"+[o>o]","6","H","babbage","AS I","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput: 111\n\nInput: 010\nOutput: 11100\n\nInput: 1100\nOutput:","-","111100","0"
"+[o>o]","6","H","babbage","AS I","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput: 111\n\nInput: 010\nOutput: 11100\n\nInput: 1101\nOutput:","-","111100","0"
"+[o>o]","6","H","babbage","AS I","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput: 111\n\nInput: 010\nOutput: 11100\n\nInput: 011\nOutput:","11111","11110","0"
"+[o>o]","6","H","babbage","AS II","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1010\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput: -\n\nInput: 0\nOutput:","1","100","0"
"+[o>o]","6","H","babbage","AS II","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1010\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput: -\n\nInput: 1011\nOutput:","-","-","1"
"+[o>o]","6","H","babbage","AS II","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1010\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput: -\n\nInput: 1100\nOutput:","-","-","1"
"+[o>o]","6","H","babbage","AS II","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1010\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput: -\n\nInput: 1101\nOutput:","-","-","1"
"+[o>o]","6","H","babbage","AS II","Input: 00\nOutput: 100\n\nInput: 10\nOutput: -\n\nInput: 1010\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput: -\n\nInput: 011\nOutput:","11111","-","0"
">oo>o","5","H","babbage","WS","Input: 101\nOutput: 001\n\nInput: 1111\nOutput:","111","001","0"
">oo>o","5","H","babbage","WS","Input: 101\nOutput: 001\n\nInput: 1011\nOutput:","001","001","1"
">oo>o","5","H","babbage","WS","Input: 101\nOutput: 001\n\nInput: 1\nOutput:","-","001","0"
">oo>o","5","H","babbage","WS","Input: 101\nOutput: 001\n\nInput: 0\nOutput:","-","001","0"
">oo>o","5","H","babbage","WS","Input: 101\nOutput: 001\n\nInput: 111\nOutput:","111","001","0"
">oo>o","5","H","babbage","AS I","Input: 101\nOutput: 001\n\nInput: 01101\nOutput: 111\n\nInput: 110\nOutput: 110\n\nInput: 1111\nOutput:","111","1111","0"
">oo>o","5","H","babbage","AS I","Input: 101\nOutput: 001\n\nInput: 01101\nOutput: 111\n\nInput: 110\nOutput: 110\n\nInput: 1011\nOutput:","001","101","0"
">oo>o","5","H","babbage","AS I","Input: 101\nOutput: 001\n\nInput: 01101\nOutput: 111\n\nInput: 110\nOutput: 110\n\nInput: 1\nOutput:","-","001","0"
">oo>o","5","H","babbage","AS I","Input: 101\nOutput: 001\n\nInput: 01101\nOutput: 111\n\nInput: 110\nOutput: 110\n\nInput: 0\nOutput:","-","00","0"
">oo>o","5","H","babbage","AS I","Input: 101\nOutput: 001\n\nInput: 01101\nOutput: 111\n\nInput: 110\nOutput: 110\n\nInput: 111\nOutput:","111","111","1"
">oo>o","5","H","babbage","AS II","Input: 101\nOutput: 001\n\nInput: 1101\nOutput: 110\n\nInput: -\nOutput: -\n\nInput: 1110\nOutput: 111\n\nInput: 1111\nOutput:","111","1111","0"
">oo>o","5","H","babbage","AS II","Input: 101\nOutput: 001\n\nInput: 1101\nOutput: 110\n\nInput: -\nOutput: -\n\nInput: 1110\nOutput: 111\n\nInput: 1011\nOutput:","001","101","0"
">oo>o","5","H","babbage","AS II","Input: 101\nOutput: 001\n\nInput: 1101\nOutput: 110\n\nInput: -\nOutput: -\n\nInput: 1110\nOutput: 111\n\nInput: 1\nOutput:","-","-","1"
">oo>o","5","H","babbage","AS II","Input: 101\nOutput: 001\n\nInput: 1101\nOutput: 110\n\nInput: -\nOutput: -\n\nInput: 1110\nOutput: 111\n\nInput: 0\nOutput:","-","00","0"
">oo>o","5","H","babbage","AS II","Input: 101\nOutput: 001\n\nInput: 1101\nOutput: 110\n\nInput: -\nOutput: -\n\nInput: 1110\nOutput: 111\n\nInput: 111\nOutput:","111","111","1"
">>oo<o","6","H","babbage","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 0011\nOutput:","110","0010","0"
">>oo<o","6","H","babbage","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 111\nOutput:","111","001","0"
">>oo<o","6","H","babbage","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 00011\nOutput:","000","00100","0"
">>oo<o","6","H","babbage","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 0100\nOutput:","001","0101","0"
">>oo<o","6","H","babbage","WS","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 0101\nOutput:","001","0110","0"
">>oo<o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 100\nOutput: 000\n\nInput: 101\nOutput: 110\n\nInput: 0011\nOutput:","110","111","0"
">>oo<o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 100\nOutput: 000\n\nInput: 101\nOutput: 110\n\nInput: 111\nOutput:","111","111","1"
">>oo<o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 100\nOutput: 000\n\nInput: 101\nOutput: 110\n\nInput: 00011\nOutput:","000","0101","0"
">>oo<o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 100\nOutput: 000\n\nInput: 101\nOutput: 110\n\nInput: 0100\nOutput:","001","0101","0"
">>oo<o","6","H","babbage","AS I","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 100\nOutput: 000\n\nInput: 101\nOutput: 110\n\nInput: 0101\nOutput:","001","111","0"
">>oo<o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 001\n\nInput: 0011\nOutput:","110","0011","0"
">>oo<o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 001\n\nInput: 111\nOutput:","111","001","0"
">>oo<o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 001\n\nInput: 00011\nOutput:","000","00011","0"
">>oo<o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 001\n\nInput: 0100\nOutput:","001","0101","0"
">>oo<o","6","H","babbage","AS II","Input: 0\nOutput: -\n\nInput: 010\nOutput: 001\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 001\n\nInput: 0101\nOutput:","001","0101","0"
">-o<o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 00000\nOutput:","-","00000","0"
">-o<o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0010\nOutput:","-","0011","0"
">-o<o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 001\nOutput:","-","001","0"
">-o<o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0011\nOutput:","-","0011","0"
">-o<o","5","H","babbage","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 01\nOutput:","00","11","0"
">-o<o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 1\nOutput: 11\n\nInput: 00\nOutput: -\n\nInput: 00000\nOutput:","-","00000","0"
">-o<o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 1\nOutput: 11\n\nInput: 00\nOutput: -\n\nInput: 0010\nOutput:","-","0011","0"
">-o<o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 1\nOutput: 11\n\nInput: 00\nOutput: -\n\nInput: 001\nOutput:","-","-","1"
">-o<o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 1\nOutput: 11\n\nInput: 00\nOutput: -\n\nInput: 0011\nOutput:","-","0011","0"
">-o<o","5","H","babbage","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 1\nOutput: 11\n\nInput: 00\nOutput: -\n\nInput: 01\nOutput:","00","-","0"
">-o<o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0000\nOutput: -\n\nInput: 0001\nOutput: -\n\nInput: 000\nOutput: -\n\nInput: 00000\nOutput:","-","-","1"
">-o<o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0000\nOutput: -\n\nInput: 0001\nOutput: -\n\nInput: 000\nOutput: -\n\nInput: 0010\nOutput:","-","-","1"
">-o<o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0000\nOutput: -\n\nInput: 0001\nOutput: -\n\nInput: 000\nOutput: -\n\nInput: 001\nOutput:","-","-","1"
">-o<o","5","H","babbage","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: 10\n\nInput: 0000\nOutput: -\n\nInput: 0001\nOutput: -\n\nInput: 000\nOutput: -\n\nInput: 0011\nOutput:","-","-","1"
