"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
"-o>o","4","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 110\nOutput:","01","-","0"
"-o>o","4","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: -\nOutput:","1","1","1"
"-o>o","4","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0101\nOutput:","-","1","0"
"-o>o","4","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 111\nOutput:","01","-","0"
"-o>o","4","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 00\nOutput:","-","0","0"
"-o>o","4","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 110\nOutput:","01","01","1"
"-o>o","4","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: -\nOutput:","1","-","0"
"-o>o","4","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0101\nOutput:","-","-","1"
"-o>o","4","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 111\nOutput:","01","-","0"
"-o>o","4","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 00\nOutput:","-","-","1"
"-o>o","4","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 10100\nOutput: 00\n\nInput: 101\nOutput: 00\n\nInput: 110\nOutput:","01","-","0"
"-o>o","4","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 10100\nOutput: 00\n\nInput: 101\nOutput: 00\n\nInput: -\nOutput:","1","1","1"
"-o>o","4","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 10100\nOutput: 00\n\nInput: 101\nOutput: 00\n\nInput: 0101\nOutput:","-","-","1"
"-o>o","4","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 10100\nOutput: 00\n\nInput: 101\nOutput: 00\n\nInput: 111\nOutput:","01","00","0"
"-o>o","4","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput: 0\n\nInput: 0100\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 10100\nOutput: 00\n\nInput: 101\nOutput: 00\n\nInput: 00\nOutput:","-","-","1"
">>o","3","L","davinci","WS","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 0011\nOutput:","1","-","0"
">>o","3","L","davinci","WS","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 0100\nOutput:","0","-","0"
">>o","3","L","davinci","WS","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 11\nOutput:","-","-","1"
">>o","3","L","davinci","WS","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 00100\nOutput:","1","-","0"
">>o","3","L","davinci","WS","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 00101\nOutput:","1","1","1"
">>o","3","L","davinci","AS I","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: 0011\nOutput:","1","0","0"
">>o","3","L","davinci","AS I","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: 0100\nOutput:","0","0","1"
">>o","3","L","davinci","AS I","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: 11\nOutput:","-","-","1"
">>o","3","L","davinci","AS I","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: 00100\nOutput:","1","0","0"
">>o","3","L","davinci","AS I","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: 00101\nOutput:","1","0","0"
">>o","3","L","davinci","AS II","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: -\nOutput: -\n\nInput: 00011\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0011\nOutput:","1","0","0"
">>o","3","L","davinci","AS II","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: -\nOutput: -\n\nInput: 00011\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0100\nOutput:","0","0","1"
">>o","3","L","davinci","AS II","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: -\nOutput: -\n\nInput: 00011\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 11\nOutput:","-","1","0"
">>o","3","L","davinci","AS II","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: -\nOutput: -\n\nInput: 00011\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 00100\nOutput:","1","0","0"
">>o","3","L","davinci","AS II","Input: 111\nOutput: 1\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 0\n\nInput: 101\nOutput: 1\n\nInput: -\nOutput: -\n\nInput: 00011\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 00101\nOutput:","1","0","0"
"-oo","3","L","davinci","WS","Input: -\nOutput: 11\n\nInput: 1001\nOutput:","00","-","0"
"-oo","3","L","davinci","WS","Input: -\nOutput: 11\n\nInput: 00\nOutput:","-","0","0"
"-oo","3","L","davinci","WS","Input: -\nOutput: 11\n\nInput: 01\nOutput:","-","-","1"
"-oo","3","L","davinci","WS","Input: -\nOutput: 11\n\nInput: 000\nOutput:","-","0","0"
"-oo","3","L","davinci","WS","Input: -\nOutput: 11\n\nInput: 01010\nOutput:","-","-","1"
"-oo","3","L","davinci","AS I","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1001\nOutput:","00","-","0"
"-oo","3","L","davinci","AS I","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
"-oo","3","L","davinci","AS I","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
"-oo","3","L","davinci","AS I","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 000\nOutput:","-","-","1"
"-oo","3","L","davinci","AS I","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 01010\nOutput:","-","-","1"
"-oo","3","L","davinci","AS II","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1\nOutput: 00\n\nInput: 01001\nOutput: -\n\nInput: 1000\nOutput: 00\n\nInput: 1001\nOutput:","00","-","0"
"-oo","3","L","davinci","AS II","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1\nOutput: 00\n\nInput: 01001\nOutput: -\n\nInput: 1000\nOutput: 00\n\nInput: 00\nOutput:","-","-","1"
"-oo","3","L","davinci","AS II","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1\nOutput: 00\n\nInput: 01001\nOutput: -\n\nInput: 1000\nOutput: 00\n\nInput: 01\nOutput:","-","-","1"
"-oo","3","L","davinci","AS II","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1\nOutput: 00\n\nInput: 01001\nOutput: -\n\nInput: 1000\nOutput: 00\n\nInput: 000\nOutput:","-","-","1"
"-oo","3","L","davinci","AS II","Input: -\nOutput: 11\n\nInput: 0\nOutput: -\n\nInput: 01000\nOutput: -\n\nInput: 1\nOutput: 00\n\nInput: 01001\nOutput: -\n\nInput: 1000\nOutput: 00\n\nInput: 01010\nOutput:","-","-","1"
"-o-o","4","L","davinci","WS","Input: -\nOutput: 10\n\nInput: 01100\nOutput:","-","-","1"
"-o-o","4","L","davinci","WS","Input: -\nOutput: 10\n\nInput: 100\nOutput:","0","1000","0"
"-o-o","4","L","davinci","WS","Input: -\nOutput: 10\n\nInput: 0\nOutput:","-","0","0"
"-o-o","4","L","davinci","WS","Input: -\nOutput: 10\n\nInput: 01101\nOutput:","-","-","1"
"-o-o","4","L","davinci","WS","Input: -\nOutput: 10\n\nInput: 101\nOutput:","0","-","0"
"-o-o","4","L","davinci","AS I","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01100\nOutput:","-","0","0"
"-o-o","4","L","davinci","AS I","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 100\nOutput:","0","0","1"
"-o-o","4","L","davinci","AS I","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 0\nOutput:","-","0","0"
"-o-o","4","L","davinci","AS I","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01101\nOutput:","-","0","0"
"-o-o","4","L","davinci","AS I","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 101\nOutput:","0","0","1"
"-o-o","4","L","davinci","AS II","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01011\nOutput: -\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput: -\n\nInput: 01100\nOutput:","-","-","1"
"-o-o","4","L","davinci","AS II","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01011\nOutput: -\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput: -\n\nInput: 100\nOutput:","0","0","1"
"-o-o","4","L","davinci","AS II","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01011\nOutput: -\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput: -\n\nInput: 0\nOutput:","-","0","0"
"-o-o","4","L","davinci","AS II","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01011\nOutput: -\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput: -\n\nInput: 01101\nOutput:","-","-","1"
"-o-o","4","L","davinci","AS II","Input: -\nOutput: 10\n\nInput: 1011\nOutput: 0\n\nInput: 1\nOutput: 0\n\nInput: 01011\nOutput: -\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput: -\n\nInput: 101\nOutput:","0","0","1"
">>oo","4","L","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 11011\nOutput:","00","-","0"
">>oo","4","L","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
">>oo","4","L","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 101\nOutput:","11","-","0"
">>oo","4","L","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 110\nOutput:","00","-","0"
">>oo","4","L","davinci","WS","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
">>oo","4","L","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 11011\nOutput:","00","-","0"
">>oo","4","L","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
">>oo","4","L","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 101\nOutput:","11","-","0"
">>oo","4","L","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 110\nOutput:","00","-","0"
">>oo","4","L","davinci","AS I","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
">>oo","4","L","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 11011\nOutput:","00","-","0"
">>oo","4","L","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 01\nOutput:","-","-","1"
">>oo","4","L","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 101\nOutput:","11","-","0"
">>oo","4","L","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 110\nOutput:","00","-","0"
">>oo","4","L","davinci","AS II","Input: 0\nOutput: -\n\nInput: 01\nOutput: -\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 100\nOutput: 00\n\nInput: 11\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: -\nOutput: -\n\nInput: 10\nOutput: -\n\nInput: 00\nOutput:","-","-","1"
"+o>o","4","L","davinci","WS","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 01100\nOutput:","11","-","0"
"+o>o","4","L","davinci","WS","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 101\nOutput:","-","-","1"
"+o>o","4","L","davinci","WS","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 1100\nOutput:","-","-","1"
"+o>o","4","L","davinci","WS","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput:","-","0","0"
"+o>o","4","L","davinci","WS","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 1101\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS I","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 01100\nOutput:","11","-","0"
"+o>o","4","L","davinci","AS I","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 101\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS I","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1100\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS I","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS I","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1101\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS II","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1011\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 01011\nOutput: 11\n\nInput: 01100\nOutput:","11","-","0"
"+o>o","4","L","davinci","AS II","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1011\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 01011\nOutput: 11\n\nInput: 101\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS II","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1011\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 01011\nOutput: 11\n\nInput: 1100\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS II","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1011\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 01011\nOutput: 11\n\nInput: 1\nOutput:","-","-","1"
"+o>o","4","L","davinci","AS II","Input: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput: 11\n\nInput: 100\nOutput: -\n\nInput: 1011\nOutput: -\n\nInput: -\nOutput: 0\n\nInput: 01011\nOutput: 11\n\nInput: 1101\nOutput:","-","-","1"
">o<o","4","L","davinci","WS","Input: 10\nOutput: 01\n\nInput: 00101\nOutput:","00","01","0"
">o<o","4","L","davinci","WS","Input: 10\nOutput: 01\n\nInput: 100\nOutput:","01","010","0"
">o<o","4","L","davinci","WS","Input: 10\nOutput: 01\n\nInput: 1\nOutput:","-","10","0"
">o<o","4","L","davinci","WS","Input: 10\nOutput: 01\n\nInput: 101\nOutput:","01","01","1"
">o<o","4","L","davinci","WS","Input: 10\nOutput: 01\n\nInput: 110\nOutput:","11","011","0"
">o<o","4","L","davinci","AS I","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 00101\nOutput:","00","01","0"
">o<o","4","L","davinci","AS I","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 100\nOutput:","01","01","1"
">o<o","4","L","davinci","AS I","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 1\nOutput:","-","-","1"
">o<o","4","L","davinci","AS I","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 101\nOutput:","01","01","1"
">o<o","4","L","davinci","AS I","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 110\nOutput:","11","01","0"
">o<o","4","L","davinci","AS II","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 00100\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 00101\nOutput:","00","01","0"
">o<o","4","L","davinci","AS II","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 00100\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 100\nOutput:","01","10","0"
">o<o","4","L","davinci","AS II","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 00100\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 1\nOutput:","-","1","0"
">o<o","4","L","davinci","AS II","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 00100\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 101\nOutput:","01","01","1"
">o<o","4","L","davinci","AS II","Input: 10\nOutput: 01\n\nInput: 0100\nOutput: 10\n\nInput: -\nOutput: -\n\nInput: 0\nOutput: -\n\nInput: 00100\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 110\nOutput:","11","01","0"
"o>+o","4","L","davinci","WS","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: 1000\nOutput:","11","1000000","0"
"o>+o","4","L","davinci","WS","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: 10\nOutput:","11","01","0"
"o>+o","4","L","davinci","WS","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: 11\nOutput:","1","01","0"
"o>+o","4","L","davinci","WS","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: 1001\nOutput:","11","1010","0"
"o>+o","4","L","davinci","WS","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: 001\nOutput:","01","010","0"
"o>+o","4","L","davinci","AS I","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 1000\nOutput:","11","11","1"
"o>+o","4","L","davinci","AS I","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 10\nOutput:","11","01","0"
"o>+o","4","L","davinci","AS I","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 11\nOutput:","1","10","0"
"o>+o","4","L","davinci","AS I","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 1001\nOutput:","11","010","0"
"o>+o","4","L","davinci","AS I","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 001\nOutput:","01","10","0"
"o>+o","4","L","davinci","AS II","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 1\nOutput: 10\n\nInput: 01000\nOutput: 0\n\nInput: 1000\nOutput:","11","0","0"
"o>+o","4","L","davinci","AS II","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 1\nOutput: 10\n\nInput: 01000\nOutput: 0\n\nInput: 10\nOutput:","11","01","0"
"o>+o","4","L","davinci","AS II","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 1\nOutput: 10\n\nInput: 01000\nOutput: 0\n\nInput: 11\nOutput:","1","10","0"
"o>+o","4","L","davinci","AS II","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 1\nOutput: 10\n\nInput: 01000\nOutput: 0\n\nInput: 1001\nOutput:","11","01","0"
"o>+o","4","L","davinci","AS II","Input: 1\nOutput: 10\n\nInput: 0\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 1\nOutput: 10\n\nInput: 01000\nOutput: 0\n\nInput: 001\nOutput:","01","01","1"
">+oo","4","L","davinci","WS","Input: 00\nOutput: 11\n\nInput: 00\nOutput:","11","10","0"
">+oo","4","L","davinci","WS","Input: 00\nOutput: 11\n\nInput: 1\nOutput:","00","00","1"
">+oo","4","L","davinci","WS","Input: 00\nOutput: 11\n\nInput: 1101\nOutput:","-","00","0"
">+oo","4","L","davinci","WS","Input: 00\nOutput: 11\n\nInput: 101\nOutput:","11","011","0"
">+oo","4","L","davinci","WS","Input: 00\nOutput: 11\n\nInput: 01110\nOutput:","-","0111","0"
">+oo","4","L","davinci","AS I","Input: 00\nOutput: 11\n\nInput: 01100\nOutput: -\n\nInput: 01101\nOutput: -\n\nInput: 00\nOutput:","11","-","0"
">+oo","4","L","davinci","AS I","Input: 00\nOutput: 11\n\nInput: 01100\nOutput: -\n\nInput: 01101\nOutput: -\n\nInput: 1\nOutput:","00","-","0"
">+oo","4","L","davinci","AS I","Input: 00\nOutput: 11\n\nInput: 01100\nOutput: -\n\nInput: 01101\nOutput: -\n\nInput: 1101\nOutput:","-","-","1"
">+oo","4","L","davinci","AS I","Input: 00\nOutput: 11\n\nInput: 01100\nOutput: -\n\nInput: 01101\nOutput: -\n\nInput: 101\nOutput:","11","-","0"
">+oo","4","L","davinci","AS I","Input: 00\nOutput: 11\n\nInput: 01100\nOutput: -\n\nInput: 01101\nOutput: -\n\nInput: 01110\nOutput:","-","-","1"
