"Program","Size","Complexity","Engine","Batch","Query","Target","Output","Results"
"o>-o","4","L","davinci","AS II","Input: 0100\nOutput: 00\n\nInput: 1100\nOutput: 10\n\nInput: 1101\nOutput: 10\n\nInput: 1110\nOutput: 10\n\nInput: 01\nOutput: 00\n\nInput: 1\nOutput: 11\n\nInput: 11101\nOutput:","10","11","0"
"o>-o","4","L","davinci","AS II","Input: 0100\nOutput: 00\n\nInput: 1100\nOutput: 10\n\nInput: 1101\nOutput: 10\n\nInput: 1110\nOutput: 10\n\nInput: 01\nOutput: 00\n\nInput: 1\nOutput: 11\n\nInput: -\nOutput:","-","-","1"
">oo","3","L","davinci","WS","Input: 10\nOutput: 00\n\nInput: 1\nOutput:","-","01","0"
">oo","3","L","davinci","WS","Input: 10\nOutput: 00\n\nInput: 001\nOutput:","00","01","0"
">oo","3","L","davinci","WS","Input: 10\nOutput: 00\n\nInput: 01\nOutput:","11","01","0"
">oo","3","L","davinci","WS","Input: 10\nOutput: 00\n\nInput: 00000\nOutput:","00","00","1"
">oo","3","L","davinci","WS","Input: 10\nOutput: 00\n\nInput: 11\nOutput:","11","01","0"
">oo","3","L","davinci","AS I","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 1\nOutput:","-","1","0"
">oo","3","L","davinci","AS I","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 001\nOutput:","00","-","0"
">oo","3","L","davinci","AS I","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 01\nOutput:","11","01","0"
">oo","3","L","davinci","AS I","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 00000\nOutput:","00","00","1"
">oo","3","L","davinci","AS I","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 11\nOutput:","11","00","0"
">oo","3","L","davinci","AS II","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 1\nOutput:","-","-","1"
">oo","3","L","davinci","AS II","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 001\nOutput:","00","-","0"
">oo","3","L","davinci","AS II","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 01\nOutput:","11","-","0"
">oo","3","L","davinci","AS II","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 00000\nOutput:","00","00","1"
">oo","3","L","davinci","AS II","Input: 10\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 000\nOutput: 00\n\nInput: 0000\nOutput: 00\n\nInput: 00\nOutput: 00\n\nInput: 0\nOutput: -\n\nInput: 11\nOutput:","11","00","0"
"o<+o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 1011\nOutput:","10","-","0"
"o<+o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 1100\nOutput:","10","-","0"
"o<+o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11010\nOutput:","10","11","0"
"o<+o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 010\nOutput:","00","0","0"
"o<+o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11011\nOutput:","10","11","0"
"o<+o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: 1011\nOutput:","10","11","0"
"o<+o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: 1100\nOutput:","10","11","0"
"o<+o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: 11010\nOutput:","10","11","0"
"o<+o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: 010\nOutput:","00","01","0"
"o<+o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: 11011\nOutput:","10","11","0"
"o<+o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 10\n\nInput: 1010\nOutput: 10\n\nInput: 1011\nOutput:","10","10","1"
"o<+o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 10\n\nInput: 1010\nOutput: 10\n\nInput: 1100\nOutput:","10","10","1"
"o<+o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 10\n\nInput: 1010\nOutput: 10\n\nInput: 11010\nOutput:","10","10","1"
"o<+o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 10\n\nInput: 1010\nOutput: 10\n\nInput: 010\nOutput:","00","10","0"
"o<+o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 10100\nOutput: 10\n\nInput: 11\nOutput: 10\n\nInput: 00\nOutput: 00\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 10\n\nInput: 1010\nOutput: 10\n\nInput: 11011\nOutput:","10","10","1"
"+o-o","4","L","davinci","WS","Input: 101\nOutput: -\n\nInput: 0011\nOutput:","10","-","0"
"+o-o","4","L","davinci","WS","Input: 101\nOutput: -\n\nInput: 100\nOutput:","-","-","1"
"+o-o","4","L","davinci","WS","Input: 101\nOutput: -\n\nInput: 11\nOutput:","-","-","1"
"+o-o","4","L","davinci","WS","Input: 101\nOutput: -\n\nInput: 10101\nOutput:","-","-","1"
"+o-o","4","L","davinci","WS","Input: 101\nOutput: -\n\nInput: 101\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS I","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 0011\nOutput:","10","-","0"
"+o-o","4","L","davinci","AS I","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 100\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS I","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 11\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS I","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 10101\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS I","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 101\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS II","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 10011\nOutput: -\n\nInput: 10100\nOutput: -\n\nInput: 0011\nOutput:","10","-","0"
"+o-o","4","L","davinci","AS II","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 10011\nOutput: -\n\nInput: 10100\nOutput: -\n\nInput: 100\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS II","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 10011\nOutput: -\n\nInput: 10100\nOutput: -\n\nInput: 11\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS II","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 10011\nOutput: -\n\nInput: 10100\nOutput: -\n\nInput: 10101\nOutput:","-","-","1"
"+o-o","4","L","davinci","AS II","Input: 101\nOutput: -\n\nInput: 011\nOutput: 10\n\nInput: -\nOutput: 0\n\nInput: 1\nOutput: -\n\nInput: 10011\nOutput: -\n\nInput: 10100\nOutput: -\n\nInput: 101\nOutput:","-","-","1"
">o+o","4","L","davinci","WS","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 0101\nOutput:","1","01","0"
">o+o","4","L","davinci","WS","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 1\nOutput:","-","-","1"
">o+o","4","L","davinci","WS","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10111\nOutput:","01","01","1"
">o+o","4","L","davinci","WS","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 110\nOutput:","1","-","0"
">o+o","4","L","davinci","WS","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 0\nOutput:","-","-","1"
">o+o","4","L","davinci","AS I","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 0101\nOutput:","1","-","0"
">o+o","4","L","davinci","AS I","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 1\nOutput:","-","-","1"
">o+o","4","L","davinci","AS I","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10111\nOutput:","01","-","0"
">o+o","4","L","davinci","AS I","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 110\nOutput:","1","-","0"
">o+o","4","L","davinci","AS I","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 0\nOutput:","-","-","1"
">o+o","4","L","davinci","AS II","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10110\nOutput: 01\n\nInput: 101\nOutput: 01\n\nInput: 10\nOutput: 01\n\nInput: 0101\nOutput:","1","01","0"
">o+o","4","L","davinci","AS II","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10110\nOutput: 01\n\nInput: 101\nOutput: 01\n\nInput: 10\nOutput: 01\n\nInput: 1\nOutput:","-","1","0"
">o+o","4","L","davinci","AS II","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10110\nOutput: 01\n\nInput: 101\nOutput: 01\n\nInput: 10\nOutput: 01\n\nInput: 10111\nOutput:","01","01","1"
">o+o","4","L","davinci","AS II","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10110\nOutput: 01\n\nInput: 101\nOutput: 01\n\nInput: 10\nOutput: 01\n\nInput: 110\nOutput:","1","01","0"
">o+o","4","L","davinci","AS II","Input: 0011\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: -\n\nInput: 10101\nOutput: 01\n\nInput: 11\nOutput: 1\n\nInput: 10110\nOutput: 01\n\nInput: 101\nOutput: 01\n\nInput: 10\nOutput: 01\n\nInput: 0\nOutput:","-","0","0"
"-ooo","4","L","davinci","WS","Input: -\nOutput: 111\n\nInput: 11\nOutput:","000","-","0"
"-ooo","4","L","davinci","WS","Input: -\nOutput: 111\n\nInput: 1001\nOutput:","000","-","0"
"-ooo","4","L","davinci","WS","Input: -\nOutput: 111\n\nInput: 111\nOutput:","000","-","0"
"-ooo","4","L","davinci","WS","Input: -\nOutput: 111\n\nInput: 01\nOutput:","-","-","1"
"-ooo","4","L","davinci","WS","Input: -\nOutput: 111\n\nInput: 11001\nOutput:","000","-","0"
"-ooo","4","L","davinci","AS I","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 11\nOutput:","000","-","0"
"-ooo","4","L","davinci","AS I","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1001\nOutput:","000","-","0"
"-ooo","4","L","davinci","AS I","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 111\nOutput:","000","-","0"
"-ooo","4","L","davinci","AS I","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 01\nOutput:","-","-","1"
"-ooo","4","L","davinci","AS I","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 11001\nOutput:","000","-","0"
"-ooo","4","L","davinci","AS II","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 1000\nOutput: 000\n\nInput: 11000\nOutput: 000\n\nInput: 11\nOutput:","000","000","1"
"-ooo","4","L","davinci","AS II","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 1000\nOutput: 000\n\nInput: 11000\nOutput: 000\n\nInput: 1001\nOutput:","000","000","1"
"-ooo","4","L","davinci","AS II","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 1000\nOutput: 000\n\nInput: 11000\nOutput: 000\n\nInput: 111\nOutput:","000","000","1"
"-ooo","4","L","davinci","AS II","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 1000\nOutput: 000\n\nInput: 11000\nOutput: 000\n\nInput: 01\nOutput:","-","000","0"
"-ooo","4","L","davinci","AS II","Input: -\nOutput: 111\n\nInput: 0111\nOutput: -\n\nInput: 10111\nOutput: 000\n\nInput: 1\nOutput: 000\n\nInput: 1000\nOutput: 000\n\nInput: 11000\nOutput: 000\n\nInput: 11001\nOutput:","000","000","1"
"o<-o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: 01\nOutput:","01","01","1"
"o<-o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: 11\nOutput:","11","-","0"
"o<-o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: 000\nOutput:","01","0","0"
"o<-o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: 01010\nOutput:","01","10","0"
"o<-o","4","L","davinci","WS","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: 001\nOutput:","01","0","0"
"o<-o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 11\nOutput:","11","111","0"
"o<-o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 000\nOutput:","01","000","0"
"o<-o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01010\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS I","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 001\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 01001\nOutput: 01\n\nInput: 01\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 01001\nOutput: 01\n\nInput: 11\nOutput:","11","01","0"
"o<-o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 01001\nOutput: 01\n\nInput: 000\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 01001\nOutput: 01\n\nInput: 01010\nOutput:","01","01","1"
"o<-o","4","L","davinci","AS II","Input: -\nOutput: -\n\nInput: 01000\nOutput: 01\n\nInput: -\nOutput: -\n\nInput: 1\nOutput: 11\n\nInput: 01000\nOutput: 01\n\nInput: 00\nOutput: 01\n\nInput: 01001\nOutput: 01\n\nInput: 001\nOutput:","01","01","1"
">-o","3","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 00110\nOutput:","-","-","1"
">-o","3","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 111\nOutput:","0","-","0"
">-o","3","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0111\nOutput:","0","-","0"
">-o","3","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 011\nOutput:","0","-","0"
">-o","3","L","davinci","WS","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 1000\nOutput:","-","-","1"
">-o","3","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 00110\nOutput:","-","0","0"
">-o","3","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 111\nOutput:","0","-","0"
">-o","3","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 0111\nOutput:","0","-","0"
">-o","3","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 011\nOutput:","0","0","1"
">-o","3","L","davinci","AS I","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1000\nOutput:","-","0","0"
">-o","3","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput: 1\n\nInput: 110\nOutput: 0\n\nInput: 11\nOutput: 0\n\nInput: 00110\nOutput:","-","1","0"
">-o","3","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput: 1\n\nInput: 110\nOutput: 0\n\nInput: 11\nOutput: 0\n\nInput: 111\nOutput:","0","1","0"
">-o","3","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput: 1\n\nInput: 110\nOutput: 0\n\nInput: 11\nOutput: 0\n\nInput: 0111\nOutput:","0","1","0"
">-o","3","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput: 1\n\nInput: 110\nOutput: 0\n\nInput: 11\nOutput: 0\n\nInput: 011\nOutput:","0","1","0"
">-o","3","L","davinci","AS II","Input: -\nOutput: 1\n\nInput: 10\nOutput: -\n\nInput: 0110\nOutput: 0\n\nInput: 0\nOutput: 1\n\nInput: 1\nOutput: 1\n\nInput: 110\nOutput: 0\n\nInput: 11\nOutput: 0\n\nInput: 1000\nOutput:","-","1","0"
">ooo","4","L","davinci","WS","Input: 10\nOutput: 000\n\nInput: 0\nOutput:","-","000","0"
">ooo","4","L","davinci","WS","Input: 10\nOutput: 000\n\nInput: 00\nOutput:","000","000","1"
">ooo","4","L","davinci","WS","Input: 10\nOutput: 000\n\nInput: 111\nOutput:","111","000","0"
">ooo","4","L","davinci","WS","Input: 10\nOutput: 000\n\nInput: 01\nOutput:","111","001","0"
">ooo","4","L","davinci","WS","Input: 10\nOutput: 000\n\nInput: 11111\nOutput:","111","11111","0"
">ooo","4","L","davinci","AS I","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: 0\nOutput:","-","000","0"
">ooo","4","L","davinci","AS I","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: 00\nOutput:","000","000","1"
">ooo","4","L","davinci","AS I","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: 111\nOutput:","111","000","0"
">ooo","4","L","davinci","AS I","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: 01\nOutput:","111","000","0"
">ooo","4","L","davinci","AS I","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: 11111\nOutput:","111","111","1"
">ooo","4","L","davinci","AS II","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 111\n\nInput: 11\nOutput: 111\n\nInput: 0\nOutput:","-","0","0"
">ooo","4","L","davinci","AS II","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 111\n\nInput: 11\nOutput: 111\n\nInput: 00\nOutput:","000","000","1"
">ooo","4","L","davinci","AS II","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 111\n\nInput: 11\nOutput: 111\n\nInput: 111\nOutput:","111","111","1"
">ooo","4","L","davinci","AS II","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 111\n\nInput: 11\nOutput: 111\n\nInput: 01\nOutput:","111","01","0"
">ooo","4","L","davinci","AS II","Input: 10\nOutput: 000\n\nInput: 1110\nOutput: 111\n\nInput: 11110\nOutput: 111\n\nInput: -\nOutput: -\n\nInput: 110\nOutput: 111\n\nInput: 11\nOutput: 111\n\nInput: 11111\nOutput:","111","111","1"
"[o>]","4","L","davinci","WS","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 100\nOutput:","100","100","1"
"[o>]","4","L","davinci","WS","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 101\nOutput:","101","101","1"
"[o>]","4","L","davinci","WS","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 01\nOutput:","01","1","0"
"[o>]","4","L","davinci","WS","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 11010\nOutput:","11010","11010","1"
"[o>]","4","L","davinci","WS","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 1010\nOutput:","1010","1010","1"
"[o>]","4","L","davinci","AS I","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 100\nOutput:","100","100","1"
"[o>]","4","L","davinci","AS I","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 101\nOutput:","101","101","1"
"[o>]","4","L","davinci","AS I","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 01\nOutput:","01","01","1"
"[o>]","4","L","davinci","AS I","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 11010\nOutput:","11010","11010","1"
"[o>]","4","L","davinci","AS I","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 1010\nOutput:","1010","1010","1"
"[o>]","4","L","davinci","AS II","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 11\nOutput: 11\n\nInput: 0\nOutput: 0\n\nInput: 00\nOutput: 00\n\nInput: 100\nOutput:","100","100","1"
"[o>]","4","L","davinci","AS II","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 11\nOutput: 11\n\nInput: 0\nOutput: 0\n\nInput: 00\nOutput: 00\n\nInput: 101\nOutput:","101","101","1"
"[o>]","4","L","davinci","AS II","Input: 0\nOutput: 0\n\nInput: 10\nOutput: 10\n\nInput: 10\nOutput: 10\n\nInput: 011\nOutput: 011\n\nInput: 11\nOutput: 11\n\nInput: 0\nOutput: 0\n\nInput: 00\nOutput: 00\n\nInput: 01\nOutput:","01","01","1"
